ENSEMBL_ID	SYMBOL	ENTREZID	GENENAME
ENSG00000225697	SLC26A6	65010	solute carrier family 26 member 6
ENSG00000225733	FGD5-AS1	100505641	FGD5 antisense RNA 1
ENSG00000225764	P3H2-AS1	101929152	P3H2 antisense RNA 1
ENSG00000225791	TRAM2-AS1	401264	TRAM2 antisense RNA 1 (head to head)
ENSG00000225828	FAM229A	100128071	family with sequence similarity 229 member A
ENSG00000225830	ERCC6	2074	ERCC excision repair 6, chromatin remodeling factor
ENSG00000225855	RUSC1-AS1	284618	RUSC1 antisense RNA 1
ENSG00000225914	HCG23	414764	HLA complex group 23
ENSG00000225921	NOL7	51406	nucleolar protein 7
ENSG00000225950	NTF4	4909	neurotrophin 4
ENSG00000225953	SATB2-AS1	150538	SATB2 antisense RNA 1
ENSG00000225972	MTND1P23	100887749	MT-ND1 pseudogene 23
ENSG00000225973	PIGBOS1	101928527	PIGB opposite strand 1
ENSG00000225975	ZNF567-DT	101927621	ZNF567 divergent transcript
ENSG00000226084	RPL17P6	645441	ribosomal protein L17 pseudogene 6
ENSG00000226124	FTCDNL1	348751	formiminotransferase cyclodeaminase N-terminal like
ENSG00000226137	BAIAP2-DT	440465	BAIAP2 divergent transcript
ENSG00000226210	WASH8P	100288778	WAS protein family homolog 8, pseudogene
ENSG00000226221	RPL26P19	441073	ribosomal protein L26 pseudogene 19
ENSG00000226232	NPIPB14P	109729168	nuclear pore complex interacting protein family member B14, pseudogene
ENSG00000226245	ZNF32-AS1	414197	ZNF32 antisense RNA 1
ENSG00000226278	PSPHP1	8781	phosphoserine phosphatase pseudogene 1
ENSG00000226312	CFLAR-AS1	65072	CFLAR antisense RNA 1
ENSG00000226328	NUP50-DT	100506714	NUP50 divergent transcript
ENSG00000226386	PARD3-DT	100505601	PARD3 divergent transcript
ENSG00000226419	SLC16A1-AS1	100506392	SLC16A1 antisense RNA 1
ENSG00000226479	TMEM185B	79134	transmembrane protein 185B
ENSG00000226562	CYP4F26P	106478958	cytochrome P450 family 4 subfamily F member 26, pseudogene
ENSG00000226674	TEX41	401014	testis expressed 41
ENSG00000226688	ENTPD1-AS1	728558	ENTPD1 antisense RNA 1
ENSG00000226696	LENG8-AS1	104355426	LENG8 antisense RNA 1
ENSG00000226706	LOC101928525	101928525	uncharacterized LOC101928525
ENSG00000226711	FAM66C	440078	family with sequence similarity 66 member C
ENSG00000226742	HSBP1L1	440498	heat shock factor binding protein 1 like 1
ENSG00000226784	PGAM4	441531	phosphoglycerate mutase family member 4
ENSG00000226944	RNF207-AS1	102724450	RNF207 antisense RNA 1
ENSG00000226950	DANCR	57291	differentiation antagonizing non-protein coding RNA
ENSG00000226953	NCKAP5-AS2	101928161	NCKAP5 antisense RNA 2
ENSG00000227036	LINC00511	400619	long intergenic non-protein coding RNA 511
ENSG00000227051	C14orf132	56967	chromosome 14 open reading frame 132
ENSG00000227053	MUC12-AS1	102724094	MUC12 antisense RNA 1
ENSG00000227057	WDR46	9277	WD repeat domain 46
ENSG00000227110	LMCD1-AS1	100288428	LMCD1 antisense RNA 1
ENSG00000227124	ZNF717	100131827	zinc finger protein 717
ENSG00000227218	LOC124902280	124902280	uncharacterized LOC124902280
ENSG00000227234	SPANXB1	728695	SPANX family member B1
ENSG00000227345	PARG	8505	poly(ADP-ribose) glycohydrolase
ENSG00000227409	ZMYM4-AS1	100861513	ZMYM4 antisense RNA 1
ENSG00000227471	AKR1B15	441282	aldo-keto reductase family 1 member B15
ENSG00000227496	LOC102723834	102723834	uncharacterized LOC102723834
ENSG00000227500	SCAMP4	113178	secretory carrier membrane protein 4
ENSG00000227507	LTB	4050	lymphotoxin beta
ENSG00000227540	DNAJC9-AS1	414245	DNAJC9 and MRPS16 antisense RNA 1
ENSG00000227617	CERS6-AS1	100861402	CERS6 antisense RNA 1
ENSG00000227693	GSTM3P1	170523	glutathione S-transferase mu 3 pseudogene 1
ENSG00000227694	RPL23AP74	729617	ribosomal protein L23a pseudogene 74
ENSG00000227827	PKD1P2	283955	polycystin 1, transient receptor potential channel interacting pseudogene 2
ENSG00000227879	PSPC1P1	642395	paraspeckle component 1 pseudogene 1
ENSG00000227939	RPL3P2	116935	ribosomal protein L3 pseudogene 2
ENSG00000227954	TARID	100507308	TCF21 antisense RNA inducing promoter demethylation
ENSG00000228049	POLR2J2	246721	RNA polymerase II subunit J2
ENSG00000228109	MELTF-AS1	100507057	MELTF antisense RNA 1
ENSG00000228223	HCG11	493812	HLA complex group 11
ENSG00000228288	PCAT6	100506696	prostate cancer associated transcript 6
ENSG00000228300	FAM174C	55009	family with sequence similarity 174 member C
ENSG00000228436	RRAGC-DT	105378663	RRAGC divergent transcript
ENSG00000228463	RPL23AP21	728481	ribosomal protein L23a pseudogene 21
ENSG00000228474	OST4	100128731	oligosaccharyltransferase complex subunit 4, non-catalytic
ENSG00000228526	MIR34AHG	106614088	MIR34A host gene
ENSG00000228546	PMS2P12	392713	PMS1 homolog 2, mismatch repair system component pseudogene 12
ENSG00000228594	FNDC10	643988	fibronectin type III domain containing 10
ENSG00000228649	SNHG26	109729180	small nucleolar RNA host gene 26
ENSG00000228661	STIM1-AS1	105376527	STIM1 antisense RNA 1
ENSG00000228696	ARL17A	51326	ADP ribosylation factor like GTPase 17A
ENSG00000228716	DHFR	1719	dihydrofolate reductase
ENSG00000228727	SAPCD1	401251	suppressor APC domain containing 1
ENSG00000228742	LINC02577	111216280	long intergenic non-protein coding RNA 2577
ENSG00000228794	LINC01128	643837	long intergenic non-protein coding RNA 1128
ENSG00000228889	UBAC2-AS1	100289373	UBAC2 antisense RNA 1
ENSG00000228919	LOC389199	389199	uncharacterized LOC389199
ENSG00000228929	RPS13P2	729236	ribosomal protein S13 pseudogene 2
ENSG00000229043	ZFAND2A-DT	101927021	ZFAND2A divergent transcript
ENSG00000229111	MED4-AS1	100873965	MED4 antisense RNA 1
ENSG00000229117	RPL41	6171	ribosomal protein L41
ENSG00000229132	EIF4A1P10	100421533	eukaryotic translation initiation factor 4A1 pseudogene 10
ENSG00000229320	KRT8P12	90133	keratin 8 pseudogene 12
ENSG00000229344	MTCO2P12	107075310	MT-CO2 pseudogene 12
ENSG00000229372	SZT2-AS1	100873952	SZT2 antisense RNA 1
ENSG00000229404	LINC00858	170425	long intergenic non-protein coding RNA 858
ENSG00000229425	LOC101927745	101927745	uncharacterized LOC101927745
ENSG00000229503	RPL21P37	100129141	ribosomal protein L21 pseudogene 37
ENSG00000229604	MTATP8P2	106479042	MT-ATP8 pseudogene 2
ENSG00000229605	RPL21P93	653665	ribosomal protein L21 pseudogene 93
ENSG00000229638	RPL4P4	647276	ribosomal protein L4 pseudogene 4
ENSG00000229644	NAMPTP1	646309	nicotinamide phosphoribosyltransferase pseudogene 1
ENSG00000229656	ITGB1-DT	101929475	ITGB1 divergent transcript
ENSG00000229719	MIR194-2HG	105369343	MIR194-2 host gene
ENSG00000229809	ZNF688	146542	zinc finger protein 688
ENSG00000229833	PET100	100131801	PET100 cytochrome c oxidase chaperone
ENSG00000229851	ARSD-AS1	100506356	ARSD antisense RNA 1
ENSG00000229867	STEAP3-AS1	100874111	STEAP3 antisense RNA 1
ENSG00000230076	RPL10P6	285176	ribosomal protein L10 pseudogene 6
ENSG00000230082	PRRT3-AS1	100874032	PRRT3 antisense RNA 1
ENSG00000230109	LINC02643	105376444	long intergenic non-protein coding RNA 2643
ENSG00000230124	ACBD6	84320	acyl-CoA binding domain containing 6
ENSG00000230148	HOXB-AS1	100874362	HOXB cluster antisense RNA 1
ENSG00000230176	LINC01433	728228	long intergenic non-protein coding RNA 1433
ENSG00000230207	RPL4P5	158345	ribosomal protein L4 pseudogene 5
ENSG00000230262	LINC02603	158257	long intergenic non-protein coding RNA 2603
ENSG00000230368	FAM41C	284593	family with sequence similarity 41 member C
ENSG00000230373	GOLGA6L17P	642402	golgin A6 family like 17, pseudogene
ENSG00000230383	RPL6P19	646483	ribosomal protein L6 pseudogene 19
ENSG00000230395	ANAPC1P3	100420889	ANAPC1 pseudogene 3
ENSG00000230453	ANKRD18B	441459	ankyrin repeat domain 18B
ENSG00000230487	PSMG3-AS1	114796	PSMG3 antisense RNA 1 (head to head)
ENSG00000230590	FTX	100302692	FTX transcript, XIST regulator
ENSG00000230613	HM13-AS1	100874042	HM13 antisense RNA 1
ENSG00000230615	LOC107984948	107984948	uncharacterized LOC107984948
ENSG00000230629	RPS23P8	653658	ribosomal protein S23 pseudogene 8
ENSG00000230650	LOC442041	442041	zinc finger protein 532 pseudogene
ENSG00000230679	ENO1-AS1	100505975	ENO1 antisense RNA 1
ENSG00000230712	GGTLC4P	729838	gamma-glutamyltransferase light chain 4 pseudogene
ENSG00000230797	YY2	404281	YY2 transcription factor
ENSG00000230798	FOXD3-AS1	100996301	FOXD3 antisense RNA 1
ENSG00000230844	ZNF674-AS1	401588	ZNF674 antisense RNA 1 (head to head)
ENSG00000230979	RPL18AP6	285053	ribosomal protein L18a pseudogene 6
ENSG00000230989	HSBP1	3281	heat shock factor binding protein 1
ENSG00000231006	RPL7P32	100130892	ribosomal protein L7 pseudogene 32
ENSG00000231074	HCG18	414777	HLA complex group 18
ENSG00000231131	LNCAROD	101928687	lncRNA activating regulator of DKK1
ENSG00000231187	LOC102724593	102724593	uncharacterized LOC102724593
ENSG00000231274	SBK3	100130827	SH3 domain binding kinase family member 3
ENSG00000231298	MANCR	100216001	mitotically associated long non coding RNA
ENSG00000231304	SGO1-AS1	100874028	SGO1 antisense RNA 1
ENSG00000231312	MAP4K3-DT	728730	MAP4K3 divergent transcript
ENSG00000231327	LINC01816	100133985	long intergenic non-protein coding RNA 1816
ENSG00000231365	WARS2-AS1	101929147	WARS2 antisense RNA 1
ENSG00000231500	RPS18	6222	ribosomal protein S18
ENSG00000231501	MTND4LP1	106478909	MT-ND4L pseudogene 1
ENSG00000231527	FAM27C	100132948	family with sequence similarity 27 member C
ENSG00000231663	COA6-AS1	101927765	COA6 antisense RNA 1
ENSG00000231683	KILH	101927136	KRT19 interacting long noncoding RNA in hepatocellular carcinoma
ENSG00000231721	LINC-PINT	378805	long intergenic non-protein coding RNA, p53 induced transcript
ENSG00000231742	LINC01273	101927541	long intergenic non-protein coding RNA 1273
ENSG00000231789	PIK3CD-AS2	101929074	PIK3CD antisense RNA 2
ENSG00000231851	MRPS9-AS1	101927492	MRPS9 antisense RNA 1
ENSG00000231889	TRAF3IP2-AS1	643749	TRAF3IP2 antisense RNA 1
ENSG00000231908	IDH1-AS1	100507475	IDH1 antisense RNA 1
ENSG00000231925	TAPBP	6892	TAP binding protein
ENSG00000231995	RPL7AP76	643630	ribosomal protein L7a pseudogene 76
ENSG00000231999	LRRC8C-DT	400761	LRRC8C divergent transcript
ENSG00000232070	TMEM253	643382	transmembrane protein 253
ENSG00000232112	TMA7	51372	translation machinery associated 7 homolog
ENSG00000232119	MCTS1	28985	MCTS1 re-initiation and release factor
ENSG00000232133	IMPDH1P10	100874399	inosine monophosphate dehydrogenase 1 pseudogene 10
ENSG00000232139	LINC00867	100506126	long intergenic non-protein coding RNA 867
ENSG00000232149	FERP1	553112	FER tyrosine kinase pseudogene 1
ENSG00000232164	LINC01873	729348	long intergenic non-protein coding RNA 1873
ENSG00000232177	MTND4P24	100873254	MT-ND4 pseudogene 24
ENSG00000232179	MTATP6P29	107075315	MT-ATP6 pseudogene 29
ENSG00000232233	LINC02043	102724699	long intergenic non-protein coding RNA 2043
ENSG00000232385	RPS3AP25	645968	RPS3A pseudogene 25
ENSG00000232388	SMIM26	388789	small integral membrane protein 26
ENSG00000232434	AJM1	389813	apical junction component 1 homolog
ENSG00000232442	MHENCR	100505771	melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489
ENSG00000232456	FAM131C2P	440568	family with sequence similarity 131 member C pseudogene
ENSG00000232527	LINC02802	100996732	long intergenic non-protein coding RNA 2802
ENSG00000232573	RPL3P4	326307	ribosomal protein L3 pseudogene 4
ENSG00000232645	LINC01431	100505683	long intergenic non-protein coding RNA 1431
ENSG00000232653	GOLGA8N	643699	golgin A8 family member N
ENSG00000232656	IDI2-AS1	55853	IDI2 antisense RNA 1
ENSG00000232671	ZNF687-AS1	100507670	ZNF687 antisense RNA 1
ENSG00000232729	GTF2I-AS1	101926943	GTF2I antisense RNA 1
ENSG00000232838	PET117	100303755	PET117 cytochrome c oxidase chaperone
ENSG00000232859	LYRM9	201229	LYR motif containing 9
ENSG00000232888	RPS11P5	727826	ribosomal protein S11 pseudogene 5
ENSG00000232938	RPL23AP87	388574	ribosomal protein L23a pseudogene 87
ENSG00000232956	SNHG15	285958	small nucleolar RNA host gene 15
ENSG00000232973	CYP1B1-AS1	285154	CYP1B1 antisense RNA 1
ENSG00000232995	LOC127814295	127814295	uncharacterized LOC127814295
ENSG00000233006	MIR3936HG	553103	MIR3936 host gene
ENSG00000233016	SNHG7	84973	small nucleolar RNA host gene 7
ENSG00000233024	NPIPA9	105376752	nuclear pore complex interacting protein family, member A9
ENSG00000233077	LINC01271	101927586	long intergenic non-protein coding RNA 1271
ENSG00000233084	RPL23AP25	653789	ribosomal protein L23a pseudogene 25
ENSG00000233101	HOXB-AS3	404266	HOXB cluster antisense RNA 3
ENSG00000233178	LOC105376070	105376070	uncharacterized LOC105376070
ENSG00000233184	DPH5-DT	102606465	DPH5 divergent transcript
ENSG00000233223	MPDU1-AS1	100996842	MPDU1 antisense RNA 1
ENSG00000233232	NPIPB7	440350	nuclear pore complex interacting protein family member B7
ENSG00000233251	LOC100129434	100129434	uncharacterized LOC100129434
ENSG00000233266	HMGB1P31	100873894	high mobility group box 1 pseudogene 31
ENSG00000233276	GPX1	2876	glutathione peroxidase 1
ENSG00000233369	GTF2IP4	100093631	general transcription factor IIi pseudogene 4
ENSG00000233426	EIF3FP3	339799	eukaryotic translation initiation factor 3 subunit F pseudogene 3
ENSG00000233429	HOTAIRM1	100506311	HOXA transcript antisense RNA, myeloid-specific 1
ENSG00000233461	LOC122526782	122526782	uncharacterized LOC122526782
ENSG00000233493	TMEM238	388564	transmembrane protein 238
ENSG00000233527	ZNF529-AS1	101927599	ZNF529 antisense RNA 1
ENSG00000233593	LINC02609	105378853	long intergenic non-protein coding RNA 2609
ENSG00000233608	TWIST2	117581	twist family bHLH transcription factor 2
ENSG00000233621	LITATS1	728431	lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1
ENSG00000233762	RPS15P4	401019	ribosomal protein S15 pseudogene 4
ENSG00000233822	H2BC15	8341	H2B clustered histone 15
ENSG00000233901	LINC01503	100506119	long intergenic non-protein coding RNA 1503
ENSG00000233913	RPL10P9	389342	ribosomal protein L10 pseudogene 9
ENSG00000233927	RPS28	6234	ribosomal protein S28
ENSG00000233937	CTC-338M12.4	101928649	uncharacterized LOC101928649
ENSG00000233994	GDI2P2	100420259	GDP dissociation inhibitor 2 pseudogene 2
ENSG00000234028	EIF2AK3-DT	101928403	EIF2AK3 divergent transcript
ENSG00000234127	TRIM26	7726	tripartite motif containing 26
ENSG00000234171	RNASEH1-DT	100506054	RNASEH1 divergent transcript
ENSG00000234222	LIX1L-AS1	105371260	LIX1L antisense RNA 1
ENSG00000234231	ANAPC1P4	730268	ANAPC1 pseudogene 4
ENSG00000234289	H2BC12L	54145	H2B clustered histone 12 like
ENSG00000234327	ZNF232-AS1	101928000	ZNF232 antisense RNA 1
ENSG00000234362	LINC01914	101929723	long intergenic non-protein coding RNA 1914
ENSG00000234456	MAGI2-AS3	100505881	MAGI2 antisense RNA 3
ENSG00000234478	ACBD3-AS1	107985353	ACBD3 antisense RNA 1
ENSG00000234494	SP2-AS1	100506325	SP2 antisense RNA 1
ENSG00000234498	RPL13AP20	387841	ribosomal protein L13a pseudogene 20
ENSG00000234523	NDUFB1P2	100380272	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 2
ENSG00000234545	FAM133B	257415	family with sequence similarity 133 member B
ENSG00000234546	LNCTAM34A	102724571	long non coding transcriptional activator of miR34a
ENSG00000234608	MAPKAPK5-AS1	51275	MAPKAPK5 antisense RNA 1
ENSG00000234616	JRK	8629	Jrk helix-turn-helix protein
ENSG00000234684	SDCBP2-AS1	100507495	SDCBP2 antisense RNA 1
ENSG00000234690	EPCAM-DT	101927043	EPCAM divergent transcript
ENSG00000234694	CDC20-DT	105378687	CDC20 divergent transcript
ENSG00000234719	NPIPB2	729978	nuclear pore complex interacting protein family member B2
ENSG00000234741	GAS5	60674	growth arrest specific 5
ENSG00000234745	HLA-B	3106	major histocompatibility complex, class I, B
ENSG00000234753	FOXP4-AS1	101060264	FOXP4 antisense RNA 1
ENSG00000234779	BNC2-AS1	111216284	BNC2 antisense RNA 1
ENSG00000234797	RPS3AP6	145767	RPS3A pseudogene 6
ENSG00000234851	RPL23AP42	647099	ribosomal protein L23a pseudogene 42
ENSG00000234857	HNRNPUL2-BSCL2	100534595	HNRNPUL2-BSCL2 readthrough (NMD candidate)
ENSG00000234912	SNHG20	654434	small nucleolar RNA host gene 20
ENSG00000234975	FTH1P2	2497	ferritin heavy chain 1 pseudogene 2
ENSG00000235027	PRADX	126568849	PRC2 and DDX5 associated lncRNA
ENSG00000235034	C19orf81	342918	chromosome 19 open reading frame 81
ENSG00000235106	BRD3OS	266655	BRD3 opposite strand
ENSG00000235109	ZSCAN31	64288	zinc finger and SCAN domain containing 31
ENSG00000235142	LINC02532	100422737	long intergenic non-protein coding RNA 2532
ENSG00000235162	C12orf75	387882	chromosome 12 open reading frame 75
ENSG00000235169	SMIM1	388588	small integral membrane protein 1 (Vel blood group)
ENSG00000235173	HGH1	51236	HGH1 homolog
ENSG00000235194	PPP1R3E	90673	protein phosphatase 1 regulatory subunit 3E
ENSG00000235241	LOC107985101	107985101	uncharacterized LOC107985101
ENSG00000235269	LINC02331	105370503	long intergenic non-protein coding RNA 2331
ENSG00000235272	RAMACL	353267	RNA guanine-7 methyltransferase activating subunit like
ENSG00000235378	MRPS10P1	359753	mitochondrial ribosomal protein S10 pseudogene 1
ENSG00000235437	LINC01278	92249	long intergenic non-protein coding RNA 1278
ENSG00000235453	SMIM27	100129250	small integral membrane protein 27
ENSG00000235459	RPS26P31	645979	ribosomal protein S26 pseudogene 31
ENSG00000235508	RPS2P7	86781	ribosomal protein S2 pseudogene 7
ENSG00000235531	MSC-AS1	100132891	MSC antisense RNA 1
ENSG00000235552	RPL6P27	645387	ribosomal protein L6 pseudogene 27
ENSG00000235703	EOLA2-DT	100272228	EOLA2 divergent transcript
ENSG00000235706	DICER1-AS1	400242	DICER1 antisense RNA 1
ENSG00000235823	OLMALINC	90271	oligodendrocyte maturation-associated long intergenic non-coding RNA
ENSG00000235863	B3GALT4	8705	beta-1,3-galactosyltransferase 4
ENSG00000235890	TSPEAR-AS1	54082	TSPEAR antisense RNA 1
ENSG00000235899	LINC01564	101927171	long intergenic non-protein coding RNA 1564
ENSG00000235919	ASH1L-AS1	645676	ASH1L antisense RNA 1
ENSG00000235954	TTC28-AS1	284900	TTC28 antisense RNA 1
ENSG00000235961	PNMA6A	84968	PNMA family member 6A
ENSG00000236088	COX10-DT	100874058	COX10 divergent transcript
ENSG00000236104	ZBTB22	9278	zinc finger and BTB domain containing 22
ENSG00000236144	TMEM147-AS1	100506469	TMEM147 antisense RNA 1
ENSG00000236204	LINC01376	400945	long intergenic non-protein coding RNA 1376
ENSG00000236287	ZBED5	58486	zinc finger BED-type containing 5
ENSG00000236305	SLC12A9-AS1	105375430	SLC12A9 antisense RNA 1
ENSG00000236317	RPS28P2	100271120	ribosomal protein S28 pseudogene 2
ENSG00000236534	H3P36	100287087	H3 histone pseudogene 36
ENSG00000236552	RPL13AP5	728658	ribosomal protein L13a pseudogene 5
ENSG00000236609	ZNF853	54753	zinc finger protein 853
ENSG00000236617	CHFR-DT	101928530	CHFR divergent transcript
ENSG00000236618	PITPNA-AS1	100306951	PITPNA antisense RNA 1
ENSG00000236675	MTX1LP	4581	metaxin 1 like, pseudogene
ENSG00000236679	RPL23AP24	728517	ribosomal protein L23a pseudogene 24
ENSG00000236753	MKLN1-AS	100506881	MKLN1 antisense RNA
ENSG00000236778	INTS6-AS1	100507398	INTS6 antisense RNA 1
ENSG00000236810	ELOA-AS1	100506963	ELOA antisense RNA 1
ENSG00000236824	BCYRN1	618	brain cytoplasmic RNA 1
ENSG00000236859	NIFK-AS1	254128	NIFK antisense RNA 1
ENSG00000236871	LINC00106	751580	long intergenic non-protein coding RNA 106
ENSG00000236915	CLCA4-AS1	105378828	CLCA4 antisense RNA 1
ENSG00000236991	EDRF1-AS1	101927983	EDRF1 antisense RNA 1
ENSG00000237036	ZEB1-AS1	220930	ZEB1 antisense RNA 1
ENSG00000237149	ZNF503-AS2	100131213	ZNF503 antisense RNA 2
ENSG00000237172	B3GNT9	84752	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9
ENSG00000237187	NR2F1-AS1	441094	NR2F1 antisense RNA 1
ENSG00000237190	CDKN2AIPNL	91368	CDKN2A interacting protein N-terminal like
ENSG00000237289	CKMT1B	1159	creatine kinase, mitochondrial 1B
